paper_title,paper_link,conference,year,repo_link,repo_star,last_update
Multiple Instance Detection Network With Online Instance Classifier Refinement,http://openaccess.thecvf.com/content_cvpr_2017/html/Tang_Multiple_Instance_Detection_CVPR_2017_paper.html,CVPR,2017,https://github.com/ppengtang/oicr,113,1/2/2019
MMD GAN: Towards Deeper Understanding of Moment Matching Network,http://papers.nips.cc/paper/6815-mmd-gan-towards-deeper-understanding-of-moment-matching-network.pdf,NIPS,2017,https://github.com/OctoberChang/MMD-GAN,84,1/2/2019
Recurrent Convolutional Network for Video-Based Person Re-Identification,http://openaccess.thecvf.com/content_cvpr_2016/html/McLaughlin_Recurrent_Convolutional_Network_CVPR_2016_paper.html,CVPR,2016,https://github.com/niallmcl/Recurrent-Convolutional-Video-ReID,82,1/2/2019
Integral Human Pose Regression,http://openaccess.thecvf.com/content_ECCV_2018/html/Xiao_Sun_Integral_Human_Pose_ECCV_2018_paper.html,ECCV,2018,https://github.com/JimmySuen/integral-human-pose,141,1/2/2019
LiDAR-Video Driving Dataset: Learning Driving Policies Effectively,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_LiDAR-Video_Driving_Dataset_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/driving-behavior/DBNet,104,1/2/2019
Multi-Scale Continuous CRFs as Sequential Deep Networks for Monocular Depth Estimation,http://openaccess.thecvf.com/content_cvpr_2017/html/Xu_Multi-Scale_Continuous_CRFs_CVPR_2017_paper.html,CVPR,2017,https://github.com/danxuhk/ContinuousCRF-CNN,93,1/2/2019
Attention-based Deep Multiple Instance Learning,http://proceedings.mlr.press/v80/ilse18a.html,ICML,2018,https://github.com/AMLab-Amsterdam/AttentionDeepMIL,109,1/2/2019
Multi-View Consistency as Supervisory Signal for Learning Shape and Pose Prediction,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tulsiani_Multi-View_Consistency_as_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/shubhtuls/mvcSnP,80,1/2/2019
Macro-Micro Adversarial Network for Human Parsing,http://openaccess.thecvf.com/content_ECCV_2018/html/Yawei_Luo_Macro-Micro_Adversarial_Network_ECCV_2018_paper.html,ECCV,2018,https://github.com/RoyalVane/MMAN,98,1/2/2019
A Convolutional Neural Network Cascade for Face Detection,http://openaccess.thecvf.com/content_cvpr_2015/html/Li_A_Convolutional_Neural_2015_CVPR_paper.html,CVPR,2015,https://github.com/mks0601/A-Convolutional-Neural-Network-Cascade-for-Face-Detection,85,1/2/2019
Neural Module Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Andreas_Neural_Module_Networks_CVPR_2016_paper.html,CVPR,2016,https://github.com/HarshTrivedi/nmn-pytorch,81,1/2/2019
Multi-view to Novel view: Synthesizing novel views with Self-Learned Confidence,http://openaccess.thecvf.com/content_ECCV_2018/html/Shao-Hua_Sun_Multi-view_to_Novel_ECCV_2018_paper.html,ECCV,2018,https://github.com/shaohua0116/Multiview2Novelview,92,1/2/2019
Neural Kinematic Networks for Unsupervised Motion Retargetting,http://openaccess.thecvf.com/content_cvpr_2018/papers/Villegas_Neural_Kinematic_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/rubenvillegas/cvpr2018nkn,90,1/2/2019
LQ-Nets: Learned Quantization for Highly Accurate and Compact Deep Neural Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Dongqing_Zhang_Optimized_Quantization_for_ECCV_2018_paper.html,ECCV,2018,https://github.com/Microsoft/LQ-Nets,103,1/2/2019
Learning Spatial-Temporal Regularized Correlation Filters for Visual Tracking,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Learning_Spatial-Temporal_Regularized_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/lifeng9472/STRCF,86,1/2/2019
Learning Spatially Regularized Correlation Filters for Visual Tracking,http://openaccess.thecvf.com/content_iccv_2015/html/Danelljan_Learning_Spatially_Regularized_ICCV_2015_paper.html,ICCV,2015,https://github.com/lifeng9472/STRCF,86,1/2/2019
DeLiGAN : Generative Adversarial Networks for Diverse and Limited Data,http://openaccess.thecvf.com/content_cvpr_2017/html/Gurumurthy_DeLiGAN__Generative_CVPR_2017_paper.html,CVPR,2017,https://github.com/val-iisc/deligan,78,1/2/2019
A PID Controller Approach for Stochastic Optimization of Deep Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/An_A_PID_Controller_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/tensorboy/PIDOptimizer,87,1/2/2019
A-NICE-MC: Adversarial Training for MCMC,http://papers.nips.cc/paper/7099-a-nice-mc-adversarial-training-for-mcmc.pdf,NIPS,2017,https://github.com/jiamings/a-nice-mc,80,1/2/2019
Coarse-To-Fine Volumetric Prediction for Single-Image 3D Human Pose,http://openaccess.thecvf.com/content_cvpr_2017/html/Pavlakos_Coarse-To-Fine_Volumetric_Prediction_CVPR_2017_paper.html,CVPR,2017,https://github.com/geopavlakos/c2f-vol-train,80,1/2/2019
Synthesizing Images of Humans in Unseen Poses,http://openaccess.thecvf.com/content_cvpr_2018/papers/Balakrishnan_Synthesizing_Images_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/balakg/posewarp-cvpr2018,88,1/2/2019
Tell Me Where to Look: Guided Attention Inference Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Tell_Me_Where_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/alokwhitewolf/Guided-Attention-Inference-Network,91,1/2/2019
Stacked Attention Networks for Image Question Answering,http://openaccess.thecvf.com/content_cvpr_2016/html/Yang_Stacked_Attention_Networks_CVPR_2016_paper.html,CVPR,2016,https://github.com/zcyang/imageqa-san,78,1/2/2019
VITAL: VIsual Tracking via Adversarial Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Song_VITAL_VIsual_Tracking_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ybsong00/Vital_release,86,1/2/2019
VITON: An Image-Based Virtual Try-On Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Han_VITON_An_Image-Based_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/xthan/VITON,95,1/2/2019
Recurrent Relational Networks,http://arxiv.org/abs/1711.08028v2,NIPS,2018,https://github.com/rasmusbergpalm/recurrent-relational-networks,121,1/2/2019
Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,http://openaccess.thecvf.com/content_cvpr_2016/html/Shi_Real-Time_Single_Image_CVPR_2016_paper.html,CVPR,2016,https://github.com/leftthomas/ESPCN,92,1/2/2019
Local Binary Convolutional Neural Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Juefei-Xu_Local_Binary_Convolutional_CVPR_2017_paper.html,CVPR,2017,https://github.com/juefeix/lbcnn.torch,77,1/2/2019
Unsupervised Video Summarization With Adversarial LSTM Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Mahasseni_Unsupervised_Video_Summarization_CVPR_2017_paper.html,CVPR,2017,https://github.com/j-min/Adversarial_Video_Summary,82,1/2/2019
Multi-Scale Location-Aware Kernel Representation for Object Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Multi-Scale_Location-Aware_Kernel_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Hwang64/MLKP,84,1/2/2019
Future Frame Prediction for Anomaly Detection – A New Baseline,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_Future_Frame_Prediction_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/StevenLiuWen/ano_pred_cvpr2018,92,1/2/2019
Hard-Aware Deeply Cascaded Embedding,http://openaccess.thecvf.com/content_iccv_2017/html/Yuan_Hard-Aware_Deeply_Cascaded_ICCV_2017_paper.html,ICCV,2017,https://github.com/PkuRainBow/Hard-Aware-Deeply-Cascaded-Embedding_release,75,1/2/2019
Query-Guided Regression Network With Context Policy for Phrase Grounding,http://openaccess.thecvf.com/content_iccv_2017/html/Chen_Query-Guided_Regression_Network_ICCV_2017_paper.html,ICCV,2017,https://github.com/kanchen-usc/QRC-Net,72,1/2/2019
End-To-End Instance Segmentation With Recurrent Attention,http://openaccess.thecvf.com/content_cvpr_2017/html/Ren_End-To-End_Instance_Segmentation_CVPR_2017_paper.html,CVPR,2017,https://github.com/renmengye/rec-attend-public,78,1/2/2019
Improved Stereo Matching With Constant Highway Networks and Reflective Confidence Learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Shaked_Improved_Stereo_Matching_CVPR_2017_paper.html,CVPR,2017,https://github.com/amitshaked/resmatch,72,1/2/2019
Progressive Prioritized Multi-View Stereo,http://openaccess.thecvf.com/content_cvpr_2016/html/Locher_Progressive_Prioritized_Multi-View_CVPR_2016_paper.html,CVPR,2016,https://github.com/alexlocher/hpmvs,73,1/2/2019
Recurrent Pixel Embedding for Instance Grouping,http://openaccess.thecvf.com/content_cvpr_2018/papers/Kong_Recurrent_Pixel_Embedding_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/aimerykong/Recurrent-Pixel-Embedding-for-Instance-Grouping,85,1/2/2019
Learning Shape Abstractions by Assembling Volumetric Primitives,http://openaccess.thecvf.com/content_cvpr_2017/html/Tulsiani_Learning_Shape_Abstractions_CVPR_2017_paper.html,CVPR,2017,https://github.com/shubhtuls/volumetricPrimitives,77,1/2/2019
Constrained Policy Optimization,http://proceedings.mlr.press/v70/achiam17a.html,ICML,2017,https://github.com/jachiam/cpo,81,1/2/2019
Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,http://papers.nips.cc/paper/6960-geometric-matrix-completion-with-recurrent-multi-graph-neural-networks.pdf,NIPS,2017,https://github.com/fmonti/mgcnn,90,1/2/2019
Learning Human-Object Interactions by Graph Parsing Neural Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Siyuan_Qi_Learning_Human-Object_Interactions_ECCV_2018_paper.html,ECCV,2018,https://github.com/SiyuanQi/gpnn,93,1/2/2019
Positive-Unlabeled Learning with Non-Negative Risk Estimator,http://papers.nips.cc/paper/6765-positive-unlabeled-learning-with-non-negative-risk-estimator.pdf,NIPS,2017,https://github.com/kiryor/nnPUlearning,76,1/2/2019
Unsupervised Visual Representation Learning by Context Prediction,http://openaccess.thecvf.com/content_iccv_2015/html/Doersch_Unsupervised_Visual_Representation_ICCV_2015_paper.html,ICCV,2015,https://github.com/cdoersch/deepcontext,73,1/2/2019
Top-Down Visual Saliency Guided by Captions,http://openaccess.thecvf.com/content_cvpr_2017/html/Ramanishka_Top-Down_Visual_Saliency_CVPR_2017_paper.html,CVPR,2017,https://github.com/VisionLearningGroup/caption-guided-saliency,72,1/2/2019
Deep Image Harmonization,http://openaccess.thecvf.com/content_cvpr_2017/html/Tsai_Deep_Image_Harmonization_CVPR_2017_paper.html,CVPR,2017,https://github.com/wasidennis/DeepHarmonization,73,1/2/2019
Visual Feature Attribution Using Wasserstein GANs,http://openaccess.thecvf.com/content_cvpr_2018/papers/Baumgartner_Visual_Feature_Attribution_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/orobix/Visual-Feature-Attribution-Using-Wasserstein-GANs-Pytorch,72,1/2/2019
A Hierarchical Deep Temporal Model for Group Activity Recognition,http://openaccess.thecvf.com/content_cvpr_2016/html/Ibrahim_A_Hierarchical_Deep_CVPR_2016_paper.html,CVPR,2016,https://github.com/mostafa-saad/deep-activity-rec,71,1/2/2019
What Actions Are Needed for Understanding Human Actions in Videos?,http://openaccess.thecvf.com/content_iccv_2017/html/Sigurdsson_What_Actions_Are_ICCV_2017_paper.html,ICCV,2017,https://github.com/gsig/actions-for-actions,71,1/2/2019
Discriminative Learning of Deep Convolutional Feature Point Descriptors,http://openaccess.thecvf.com/content_iccv_2015/html/Simo-Serra_Discriminative_Learning_of_ICCV_2015_paper.html,ICCV,2015,https://github.com/etrulls/deepdesc-release,77,1/2/2019
Repeatability Is Not Enough: Learning Affine Regions via Discriminability,http://openaccess.thecvf.com/content_ECCV_2018/html/Dmytro_Mishkin_Repeatability_Is_Not_ECCV_2018_paper.html,ECCV,2018,https://github.com/ducha-aiki/affnet,84,1/2/2019
Shape Completion Using 3D-Encoder-Predictor CNNs and Shape Synthesis,http://openaccess.thecvf.com/content_cvpr_2017/html/Dai_Shape_Completion_Using_CVPR_2017_paper.html,CVPR,2017,https://github.com/angeladai/cnncomplete,73,1/2/2019
Avatar-Net: Multi-Scale Zero-Shot Style Transfer by Feature Decoration,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sheng_Avatar-Net_Multi-Scale_Zero-Shot_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/LucasSheng/avatar-net,71,1/2/2019
Feedback Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Zamir_Feedback_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/amir32002/feedback-networks,72,1/2/2019
Video Propagation Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Jampani_Video_Propagation_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/varunjampani/video_prop_networks,70,1/2/2019
Robust 3D Hand Pose Estimation in Single Depth Images: From Single-View CNN to Multi-View CNNs,http://openaccess.thecvf.com/content_cvpr_2016/html/Ge_Robust_3D_Hand_CVPR_2016_paper.html,CVPR,2016,https://github.com/geliuhao/CVPR2016_HandPoseEstimation,70,1/2/2019
Factorizable Net: An Efficient Subgraph-based Framework for Scene Graph Generation,http://openaccess.thecvf.com/content_ECCV_2018/html/Yikang_LI_Factorizable_Net_An_ECCV_2018_paper.html,ECCV,2018,https://github.com/yikang-li/FactorizableNet,78,1/2/2019
Saliency Detection by Multi-Context Deep Learning,http://openaccess.thecvf.com/content_cvpr_2015/html/Zhao_Saliency_Detection_by_2015_CVPR_paper.html,CVPR,2015,https://github.com/Robert0812/deepsaldet,66,1/2/2019
Self-Supervised Learning of Visual Features Through Embedding Images Into Text Topic Spaces,http://openaccess.thecvf.com/content_cvpr_2017/html/Gomez_Self-Supervised_Learning_of_CVPR_2017_paper.html,CVPR,2017,https://github.com/lluisgomez/TextTopicNet,69,1/2/2019
SGPN: Similarity Group Proposal Network for 3D Point Cloud Instance Segmentation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_SGPN_Similarity_Group_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/laughtervv/SGPN,84,1/2/2019
Action-Decision Networks for Visual Tracking With Deep Reinforcement Learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Yun_Action-Decision_Networks_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/hellbell/ADNet,71,1/2/2019
Learning SO(3) Equivariant Representations with Spherical CNNs,http://openaccess.thecvf.com/content_ECCV_2018/html/Carlos_Esteves_Learning_SO3_Equivariant_ECCV_2018_paper.html,ECCV,2018,https://github.com/daniilidis-group/spherical-cnn,89,1/2/2019
ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dai_ScanComplete_Large-Scale_Scene_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/angeladai/ScanComplete,97,1/2/2019
Towards Open Set Deep Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Bendale_Towards_Open_Set_CVPR_2016_paper.html,CVPR,2016,https://github.com/abhijitbendale/OSDN,71,1/2/2019
Deep Neural Networks Are Easily Fooled: High Confidence Predictions for Unrecognizable Images,http://openaccess.thecvf.com/content_cvpr_2015/html/Nguyen_Deep_Neural_Networks_2015_CVPR_paper.html,CVPR,2015,https://github.com/abhijitbendale/OSDN,71,1/2/2019
Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,http://openaccess.thecvf.com/content_cvpr_2016/html/Bansal_Marr_Revisited_2D-3D_CVPR_2016_paper.html,CVPR,2016,https://github.com/aayushbansal/MarrRevisited,72,1/2/2019
Optical Flow Estimation Using a Spatial Pyramid Network,http://openaccess.thecvf.com/content_cvpr_2017/html/Ranjan_Optical_Flow_Estimation_CVPR_2017_paper.html,CVPR,2017,https://github.com/sniklaus/pytorch-spynet,90,1/2/2019
SurfaceNet: An End-To-End 3D Neural Network for Multiview Stereopsis,http://openaccess.thecvf.com/content_iccv_2017/html/Ji_SurfaceNet_An_End-To-End_ICCV_2017_paper.html,ICCV,2017,https://github.com/mjiUST/SurfaceNet,66,1/2/2019
TURN TAP: Temporal Unit Regression Network for Temporal Action Proposals,http://openaccess.thecvf.com/content_iccv_2017/html/Gao_TURN_TAP_Temporal_ICCV_2017_paper.html,ICCV,2017,https://github.com/jiyanggao/TURN-TAP,66,1/2/2019
Raster-To-Vector: Revisiting Floorplan Transformation,http://openaccess.thecvf.com/content_iccv_2017/html/Liu_Raster-To-Vector_Revisiting_Floorplan_ICCV_2017_paper.html,ICCV,2017,https://github.com/art-programmer/FloorplanTransformation,76,1/2/2019
Multi-Shot Pedestrian Re-Identification via Sequential Decision Making,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Multi-Shot_Pedestrian_Re-Identification_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/TuSimple/rl-multishot-reid,70,1/2/2019
One-Shot Unsupervised Cross Domain Translation,http://arxiv.org/abs/1806.06029v1,NIPS,2018,https://github.com/sagiebenaim/OneShotTranslation,89,1/2/2019
Not All Pixels Are Equal: Difficulty-Aware Semantic Segmentation via Deep Layer Cascade,http://openaccess.thecvf.com/content_cvpr_2017/html/Li_Not_All_Pixels_CVPR_2017_paper.html,CVPR,2017,https://github.com/liuziwei7/region-conv,73,1/2/2019
Pairwise Confusion for Fine-Grained Visual Classification,http://openaccess.thecvf.com/content_ECCV_2018/html/Abhimanyu_Dubey_Improving_Fine-Grained_Visual_ECCV_2018_paper.html,ECCV,2018,https://github.com/abhimanyudubey/confusion,77,1/2/2019
Borrowing Treasures From the Wealthy: Deep Transfer Learning Through Selective Joint Fine-Tuning,http://openaccess.thecvf.com/content_cvpr_2017/html/Ge_Borrowing_Treasures_From_CVPR_2017_paper.html,CVPR,2017,https://github.com/ZYYSzj/Selective-Joint-Fine-tuning,64,1/2/2019
Generalizing A Person Retrieval Model Hetero- and Homogeneously,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhun_Zhong_Generalizing_A_Person_ECCV_2018_paper.html,ECCV,2018,https://github.com/zhunzhong07/HHL,78,1/2/2019
Jointly Attentive Spatial-Temporal Pooling Networks for Video-Based Person Re-Identification,http://openaccess.thecvf.com/content_iccv_2017/html/Xu_Jointly_Attentive_Spatial-Temporal_ICCV_2017_paper.html,ICCV,2017,https://github.com/shuangjiexu/Spatial-Temporal-Pooling-Networks-ReID,65,1/2/2019
Learning Depth From Monocular Videos Using Direct Methods,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Learning_Depth_From_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/MightyChaos/LKVOLearner,97,1/2/2019
Training Deep Networks without Learning Rates Through Coin Betting,http://papers.nips.cc/paper/6811-training-deep-networks-without-learning-rates-through-coin-betting.pdf,NIPS,2017,https://github.com/bremen79/cocob,66,1/2/2019
Optimizing the Latent Space of Generative Networks,http://proceedings.mlr.press/v80/bojanowski18a.html,ICML,2018,https://github.com/tneumann/minimal_glo,66,1/2/2019
Playing for Benchmarks,http://openaccess.thecvf.com/content_iccv_2017/html/Richter_Playing_for_Benchmarks_ICCV_2017_paper.html,ICCV,2017,https://github.com/PatrykChrabaszcz/Canonical_ES_Atari,61,1/2/2019
